date,precipMM,DewPointC,DewPointF,FeelsLikeC,FeelsLikeF,HeatIndexC,HeatIndexF,WindChillC,WindChillF,WindGustKmph,WindGustMiles,cloudcover,humidity,pressure,pressureInches,tempC,tempF,time,uvIndex,visibility,visibilityMiles,weatherCode,winddirDegree,windspeedKmph,windspeedMiles
1-1-2009,13.5,23,73,28,82,28,82,25,77,13,8,57,88,1008,30,27,81,24,6,9,5,116,249,9,5
2-1-2009,7.7,23,73,27,81,27,81,25,76,15,9,50,89,1009,30,26,79,24,6,9,5,116,246,10,6
3-1-2009,0.4,22,72,27,81,27,81,25,77,17,11,18,85,1009,30,27,81,24,6,10,6,113,253,12,8
4-1-2009,2.6,22,72,27,81,27,81,25,76,18,11,33,87,1009,30,27,81,24,6,10,6,116,264,12,8
5-1-2009,0.9,22,72,28,82,28,82,25,77,15,9,31,82,1009,30,28,83,24,7,10,6,116,265,11,7
6-1-2009,1.1,22,72,28,83,28,83,26,78,16,10,19,82,1009,30,29,84,24,7,10,6,113,267,11,7
7-1-2009,2.7,23,73,28,83,28,83,25,78,11,7,45,85,1010,30,27,80,24,7,10,6,116,279,8,5
8-1-2009,7.4,23,73,27,80,27,80,24,76,13,8,54,90,1011,30,25,77,24,6,9,5,116,260,9,5
9-1-2009,18.1,22,72,26,78,26,78,23,74,19,12,79,92,1011,30,24,75,24,5,8,5,119,263,12,7
10-1-2009,2.8,22,72,27,81,27,81,25,77,19,12,36,86,1010,30,27,80,24,6,10,5,116,263,13,8
11-1-2009,8.6,22,72,26,80,26,80,24,75,22,14,55,89,1010,30,26,78,24,5,9,5,119,266,15,9
12-1-2009,1.8,22,72,28,82,28,82,25,77,13,8,46,87,1011,30,27,80,24,6,10,6,116,280,9,6
13-01-2009,3.9,22,71,26,79,26,79,24,75,11,7,65,90,1012,30,25,77,24,5,10,5,119,273,7,5
14-01-2009,4.2,22,72,27,81,27,81,25,76,14,9,44,87,1011,30,27,81,24,6,10,6,113,298,10,6
15-01-2009,6.9,22,72,27,80,27,80,24,76,19,12,59,89,1012,30,26,79,24,6,9,5,116,269,13,8
16-01-2009,3.8,22,72,27,80,27,80,24,76,21,13,45,88,1012,30,26,79,24,6,10,6,113,267,14,9
17-01-2009,2.6,22,72,27,81,27,81,25,76,17,11,34,87,1011,30,27,80,24,6,10,5,116,271,12,7
18-01-2009,2.5,22,72,27,81,27,81,25,77,14,9,26,86,1010,30,27,81,24,6,10,5,116,284,10,6
19-01-2009,1.9,23,73,28,82,28,82,25,77,14,9,27,86,1010,30,27,81,24,6,10,5,116,291,10,6
20-01-2009,4.3,23,73,28,82,28,82,25,77,10,6,30,87,1009,30,27,81,24,6,10,5,116,270,7,4
21-01-2009,2,23,73,28,82,28,82,25,77,8,5,42,87,1009,30,27,80,24,6,10,6,116,311,6,4
22-01-2009,2.9,23,74,29,84,29,84,26,78,10,6,26,86,1009,30,28,82,24,7,10,6,116,276,7,4
23-01-2009,3,23,74,29,85,29,85,26,79,6,3,33,86,1009,30,29,84,24,7,10,6,116,293,4,2
24-01-2009,7.8,23,74,28,82,28,82,25,77,11,7,43,89,1009,30,27,81,24,6,9,5,116,295,7,4
25-01-2009,5.3,23,74,28,83,28,83,25,78,13,8,40,89,1009,30,27,80,24,7,9,5,116,285,9,6
26-01-2009,22.3,23,74,27,81,27,81,25,76,12,7,63,91,1009,30,27,80,24,5,9,5,122,263,8,5
27-01-2009,8.8,23,74,28,82,28,82,25,77,18,11,57,90,1009,30,27,80,24,6,10,5,116,270,12,7
28-01-2009,17.6,23,74,28,82,28,82,25,77,18,11,67,91,1008,30,26,79,24,5,9,5,356,257,11,7
29-01-2009,16.2,23,74,28,82,28,82,25,77,15,9,66,92,1009,30,26,80,24,5,8,4,119,254,9,6
30-01-2009,30.6,23,73,27,80,27,80,24,75,13,8,73,93,1008,30,25,77,24,5,7,4,119,246,9,5
31-01-2009,22.7,23,73,27,80,27,80,24,75,7,4,84,93,1009,30,25,77,24,5,7,4,119,229,5,3
1-2-2009,10.1,23,73,27,81,27,81,25,76,11,7,62,90,1010,30,26,79,24,6,9,5,116,251,7,4
2-2-2009,25,23,73,27,80,27,80,24,76,13,8,73,92,1009,30,26,79,24,5,9,5,119,254,9,6
3-2-2009,14.8,23,73,27,80,27,80,24,75,25,15,71,92,1009,30,26,78,24,5,9,5,119,258,16,10
4-2-2009,4.9,22,72,27,81,27,81,25,76,28,17,47,88,1009,30,27,80,24,6,10,5,116,263,18,11
5-2-2009,3.1,22,72,27,81,27,81,25,77,24,15,30,86,1008,30,27,80,24,6,10,5,116,273,16,10
6-2-2009,4.5,22,72,27,81,27,81,25,77,24,15,34,85,1007,30,27,81,24,6,10,5,113,282,16,10
7-2-2009,2.9,23,73,28,82,28,82,25,77,21,13,40,87,1007,30,28,82,24,7,10,6,116,286,15,9
8-2-2009,0.7,23,73,28,82,28,82,25,77,20,12,33,86,1008,30,27,81,24,6,10,6,116,330,13,8
9-2-2009,3.6,23,73,28,83,28,83,25,78,14,9,46,86,1009,30,28,83,24,7,10,5,116,255,10,6
10-2-2009,4.3,23,74,29,84,29,84,26,78,8,5,29,87,1010,30,28,82,24,7,10,5,113,273,6,3
11-2-2009,10.3,23,73,27,81,27,81,25,76,17,11,53,91,1009,30,26,79,24,6,9,5,116,250,11,7
12-2-2009,6.4,22,72,26,79,26,79,24,75,19,12,62,92,1009,30,26,79,24,5,9,5,143,261,13,8
13-02-2009,3,22,72,27,80,27,80,24,76,21,13,45,88,1009,30,26,79,24,6,10,6,116,262,15,9
14-02-2009,1.3,22,72,27,81,27,81,25,76,17,11,42,88,1009,30,27,80,24,6,10,6,116,275,11,7
15-02-2009,5.9,23,73,27,81,27,81,25,76,18,11,60,89,1008,30,27,80,24,5,10,5,119,270,12,7
16-02-2009,3,23,73,27,81,27,81,25,77,13,8,42,89,1009,30,26,79,24,6,10,6,116,279,8,5
17-02-2009,10.8,23,73,28,82,28,82,25,77,9,6,63,89,1009,30,28,82,24,5,9,5,119,234,6,4
18-02-2009,14.8,23,73,27,81,27,81,25,76,9,5,63,88,1009,30,27,80,24,6,9,5,116,249,6,4
19-02-2009,2.4,22,72,28,82,28,82,25,78,10,6,26,84,1009,30,28,82,24,6,10,6,113,259,7,4
20-02-2009,3.7,22,72,28,83,28,83,25,78,9,5,31,85,1009,30,28,82,24,6,10,5,113,251,6,4
21-02-2009,4.1,23,73,28,82,28,82,25,77,11,7,49,89,1009,30,27,80,24,6,9,5,116,258,8,5
22-02-2009,5.5,23,73,28,82,28,82,25,77,13,8,52,89,1008,30,27,81,24,6,9,5,116,259,9,5
23-02-2009,6.8,23,74,28,82,28,82,25,77,12,8,46,91,1008,30,27,80,24,6,10,5,116,248,8,5
24-02-2009,7.3,23,74,28,82,28,82,25,77,13,8,48,91,1008,30,27,80,24,6,10,5,116,252,9,6
25-02-2009,12.8,23,74,28,82,28,82,25,77,15,9,53,91,1008,30,27,80,24,6,9,5,116,265,10,6
26-02-2009,13.8,23,74,28,82,28,82,25,77,15,9,58,91,1008,30,27,80,24,6,9,5,116,264,9,6
27-02-2009,10.5,24,75,29,84,29,84,26,78,10,6,54,89,1008,30,28,83,24,7,9,5,116,265,7,4
28-02-2009,7.7,24,75,29,85,29,85,26,78,11,7,51,89,1007,30,28,82,24,7,10,5,116,238,7,5
1-3-2009,3.7,24,74,30,85,30,85,26,79,9,6,38,87,1007,30,29,84,24,7,10,5,116,263,6,4
2-3-2009,4.2,23,74,29,85,29,85,26,79,7,5,44,86,1008,30,29,83,24,7,10,6,116,197,5,3
3-3-2009,4,24,74,29,85,29,85,26,79,8,5,34,87,1008,30,28,83,24,7,9,5,116,190,5,3
4-3-2009,10.8,23,74,28,82,28,82,25,77,6,4,61,91,1009,30,26,78,24,6,9,5,116,126,4,3
5-3-2009,8.6,23,73,27,80,27,80,24,76,9,5,78,90,1010,30,26,79,24,5,9,5,119,241,6,4
6-3-2009,7.2,22,72,26,78,26,78,23,74,11,7,67,92,1010,30,24,75,24,5,9,5,143,234,7,4
7-3-2009,2.4,23,73,29,83,29,83,26,78,7,5,40,85,1010,30,28,83,24,7,10,6,116,192,5,3
8-3-2009,7.1,24,75,29,84,29,84,25,78,9,6,42,90,1010,30,28,82,24,7,9,5,116,195,6,4
9-3-2009,2.3,23,73,28,83,28,83,25,77,10,6,24,88,1011,30,27,81,24,6,10,6,113,223,7,4
10-3-2009,3.1,23,73,28,82,28,82,25,77,9,6,22,88,1011,30,27,80,24,5,10,6,176,225,6,4
11-3-2009,3.1,22,72,27,81,27,81,25,76,6,4,23,86,1011,30,27,81,24,6,10,5,113,173,4,3
12-3-2009,2.1,22,72,28,82,28,82,25,77,8,5,14,84,1011,30,28,82,24,6,10,6,113,177,5,3
13-03-2009,2.6,23,73,28,83,28,83,25,78,9,5,25,85,1012,30,28,82,24,6,10,5,116,146,6,4
14-03-2009,1.3,23,73,28,83,28,83,25,78,7,4,26,84,1011,30,28,82,24,6,10,6,116,145,5,3
15-03-2009,0.2,22,72,28,82,28,82,25,78,9,6,8,83,1010,30,28,83,24,6,10,6,113,145,7,4
16-03-2009,0.8,22,72,28,83,28,83,25,78,10,6,14,84,1010,30,28,83,24,6,10,6,113,229,7,4
17-03-2009,1.6,22,72,28,82,28,82,25,77,16,10,21,85,1009,30,28,82,24,6,10,6,113,261,11,7
18-03-2009,4.1,23,74,29,84,29,84,26,78,8,5,20,85,1008,30,29,84,24,7,10,5,113,305,5,3
19-03-2009,2,23,73,29,85,29,85,26,79,8,5,21,83,1009,30,30,86,24,7,10,6,113,97,5,3
20-03-2009,2.9,23,73,29,85,29,85,26,79,5,3,39,84,1010,30,29,84,24,7,10,5,116,226,3,2
21-03-2009,8.4,23,74,29,84,29,84,26,78,6,4,41,87,1010,30,29,84,24,7,9,5,116,206,4,2
22-03-2009,6.8,23,74,28,83,28,83,25,78,6,4,31,88,1011,30,27,81,24,6,9,5,116,170,4,3
23-03-2009,10.8,23,73,27,81,27,81,25,76,9,5,48,90,1012,30,26,79,24,6,9,5,116,159,6,3
24-03-2009,6.2,23,73,28,82,28,82,25,77,13,8,33,87,1011,30,27,81,24,6,10,5,113,105,9,5
25-03-2009,4.9,23,73,28,83,28,83,25,78,10,6,33,86,1011,30,28,82,24,6,10,5,116,71,6,4
26-03-2009,2.4,23,73,29,83,29,83,26,78,9,6,23,86,1012,30,28,82,24,5,10,6,176,68,6,4
27-03-2009,5.7,23,73,28,82,28,82,25,77,14,9,32,88,1012,30,28,82,24,6,9,5,116,118,9,6
28-03-2009,8.3,23,74,28,82,28,82,25,77,10,6,40,89,1011,30,27,80,24,6,10,5,116,126,6,4
29-03-2009,6.5,23,74,28,83,28,83,25,78,10,6,39,87,1010,30,28,82,24,7,10,5,116,85,6,4
30-03-2009,12,24,74,29,84,29,84,26,78,7,5,39,88,1009,30,28,83,24,7,9,5,116,132,5,3
31-03-2009,7.3,23,74,29,84,29,84,26,78,6,4,33,86,1009,30,28,83,24,6,10,5,113,179,3,2
1-4-2009,3.7,23,74,29,85,29,85,26,79,6,4,28,86,1008,30,29,84,24,7,9,5,113,198,4,2
2-4-2009,7.2,24,75,30,85,30,85,26,79,6,4,40,87,1008,30,29,83,24,7,9,5,116,115,4,2
3-4-2009,5.4,23,74,27,81,27,81,25,77,8,5,59,90,1009,30,26,78,24,6,9,5,116,117,5,3
4-4-2009,6.4,23,73,29,84,29,84,26,78,16,10,38,85,1010,30,28,83,24,7,10,5,116,108,10,6
5-4-2009,13.7,24,75,29,84,29,84,26,78,10,6,55,89,1010,30,27,80,24,7,9,5,116,107,6,4
6-4-2009,14.4,24,74,28,82,28,82,25,77,12,8,67,92,1009,30,26,79,24,5,9,5,356,100,8,5
7-4-2009,14,23,73,27,81,27,81,25,76,7,4,74,91,1009,30,26,78,24,6,9,5,116,134,4,3
8-4-2009,3.9,23,74,29,84,29,84,26,78,8,5,41,87,1009,30,28,82,24,7,9,5,116,94,6,3
9-4-2009,1.4,23,73,29,83,29,83,26,78,15,9,34,84,1009,30,29,84,24,7,10,6,113,90,10,6
10-4-2009,3.2,24,75,30,85,30,85,26,79,12,8,36,88,1008,30,28,82,24,7,10,5,113,125,8,5
11-4-2009,6.7,24,75,30,86,30,86,26,79,9,6,42,89,1009,30,28,82,24,7,9,5,116,128,6,4
12-4-2009,7,24,75,30,85,30,85,26,79,9,6,29,88,1009,30,29,84,24,7,10,5,113,125,6,4
13-04-2009,5.9,24,74,29,84,29,84,26,78,8,5,32,88,1009,30,28,82,24,7,9,5,116,133,5,3
14-04-2009,7.5,24,76,30,86,30,86,26,79,9,6,32,90,1008,30,28,82,24,7,9,5,116,131,6,4
15-04-2009,9.8,24,76,30,86,30,86,26,79,8,5,26,90,1010,30,28,83,24,6,9,5,176,145,5,3
16-04-2009,3.2,24,74,29,84,29,84,26,78,9,6,25,88,1010,30,28,82,24,7,10,5,116,126,6,4
17-04-2009,1.5,23,74,29,85,29,85,26,79,12,7,11,86,1010,30,29,84,24,7,10,6,113,123,8,5
18-04-2009,6.8,23,74,29,84,29,84,26,79,10,6,29,87,1011,30,29,83,24,7,9,5,113,106,6,4
19-04-2009,10.5,24,75,29,84,29,84,26,78,9,6,44,89,1011,30,28,82,24,7,9,5,116,151,6,4
20-04-2009,3.8,23,74,28,82,28,82,25,77,7,4,57,91,1010,30,25,78,24,6,10,6,116,199,4,3
21-04-2009,4.9,23,73,28,82,28,82,25,77,5,3,44,89,1009,30,26,79,24,6,10,6,113,164,4,2
22-04-2009,6.3,23,74,29,84,29,84,26,78,8,5,45,88,1010,30,28,82,24,7,9,5,116,100,5,3
23-04-2009,7.9,24,75,29,85,29,85,26,79,8,5,39,87,1011,30,28,82,24,7,9,5,116,135,5,3
24-04-2009,10.8,24,74,29,85,29,85,26,79,9,6,43,87,1011,30,28,83,24,7,9,5,116,148,6,4
25-04-2009,6,24,74,28,83,28,83,25,77,5,3,42,91,1012,30,26,79,24,6,10,5,116,214,3,2
26-04-2009,6,24,74,29,84,29,84,26,78,7,4,29,88,1011,30,28,83,24,7,9,5,116,132,5,3
27-04-2009,5.4,23,73,28,83,28,83,25,77,9,5,39,87,1011,30,28,82,24,6,10,5,116,98,6,4
28-04-2009,2.3,23,73,28,83,28,83,25,78,13,8,25,87,1012,30,28,82,24,6,10,6,176,112,9,5
29-04-2009,4.3,23,73,28,83,28,83,25,77,16,10,27,88,1012,30,27,81,24,6,9,5,116,117,11,7
30-04-2009,3.7,23,73,28,83,28,83,25,77,16,10,26,87,1011,30,27,81,24,5,10,5,176,113,10,6
1-5-2009,1.7,22,72,28,82,28,82,25,77,18,11,23,83,1011,30,28,82,24,7,10,6,116,107,11,7
2-5-2009,1.1,22,72,28,82,28,82,25,78,21,13,12,82,1011,30,28,82,24,7,10,6,113,111,13,8
3-5-2009,0.7,22,72,28,83,28,83,26,78,14,9,7,82,1011,30,29,84,24,7,10,6,113,130,10,6
4-5-2009,3.3,23,73,28,83,28,83,25,78,15,9,19,86,1011,30,28,82,24,6,10,6,176,125,10,6
5-5-2009,6.6,23,73,28,83,28,83,25,77,19,12,39,88,1010,30,28,82,24,6,9,5,176,113,12,7
6-5-2009,5.8,24,75,30,85,30,85,26,79,11,7,34,87,1010,30,29,83,24,7,9,5,116,108,7,4
7-5-2009,6.2,24,74,29,84,29,84,26,78,13,8,28,88,1009,30,28,83,24,7,10,5,116,117,9,5
8-5-2009,4.6,23,74,29,85,29,85,26,79,11,7,26,87,1009,30,28,83,24,7,10,5,116,108,7,4
9-5-2009,6.3,23,74,29,84,29,84,26,78,14,9,36,87,1009,30,28,83,24,7,10,5,113,112,9,6
10-5-2009,3.1,24,74,29,84,29,84,26,78,11,7,55,88,1009,30,27,81,24,6,10,6,119,132,7,5
11-5-2009,1.6,23,73,29,84,29,84,26,79,8,5,47,83,1009,30,29,83,24,7,10,6,116,48,5,3
12-5-2009,2.7,23,73,29,84,29,84,26,79,10,6,40,82,1009,30,29,85,24,7,10,5,116,78,6,4
13-05-2009,2.7,23,74,30,85,30,85,26,79,8,5,29,83,1007,30,29,85,24,7,10,6,113,55,5,3
14-05-2009,3,23,74,29,85,29,85,26,79,8,5,33,83,1006,30,29,84,24,7,10,5,113,90,5,3
15-05-2009,1.5,24,75,30,86,30,86,26,80,12,8,28,85,1008,30,29,85,24,7,10,5,113,100,8,5
16-05-2009,1.8,23,74,30,86,30,86,27,80,10,6,25,83,1009,30,29,85,24,7,10,6,116,176,6,4
17-05-2009,3.7,24,74,29,85,29,85,26,79,8,5,24,86,1010,30,28,83,24,7,10,5,113,235,5,3
18-05-2009,6.1,24,74,29,85,29,85,26,79,10,6,36,87,1010,30,28,82,24,7,9,5,116,265,7,4
19-05-2009,6.7,24,74,30,85,30,85,26,79,6,4,39,86,1010,30,28,83,24,7,9,5,116,274,4,2
20-05-2009,5.2,23,74,29,85,29,85,26,79,7,5,29,86,1010,30,28,83,24,7,9,5,116,199,5,3
21-05-2009,7.6,23,74,28,82,28,82,25,77,7,5,54,90,1010,30,25,77,24,5,8,5,119,105,5,3
22-05-2009,6.6,23,74,28,82,28,82,25,77,10,6,53,90,1011,30,26,79,24,6,10,5,116,125,7,4
23-05-2009,4.3,23,74,29,84,29,84,26,78,13,8,38,88,1009,30,28,82,24,7,9,5,116,123,9,5
24-05-2009,4.5,23,74,29,84,29,84,26,78,10,6,31,87,1008,30,28,83,24,7,10,5,116,92,7,4
25-05-2009,5.1,23,74,29,85,29,85,26,79,12,7,27,86,1008,30,28,83,24,7,10,5,113,88,7,5
26-05-2009,8.1,23,73,27,81,27,81,25,77,7,4,57,90,1010,30,25,78,24,6,9,5,116,143,4,3
27-05-2009,3.6,23,74,28,83,28,83,25,78,10,6,35,87,1010,30,28,82,24,7,10,6,116,139,7,4
28-05-2009,4.3,23,73,28,82,28,82,25,77,16,10,34,87,1009,30,27,81,24,7,10,5,116,132,11,7
29-05-2009,4.2,23,73,28,82,28,82,25,77,16,10,47,88,1011,30,27,80,24,5,10,5,119,124,11,7
30-05-2009,5.2,23,73,28,82,28,82,25,77,16,10,40,88,1011,30,27,81,24,6,9,5,116,120,11,7
31-05-2009,7,23,74,28,83,28,83,25,77,13,8,49,90,1011,30,27,81,24,7,10,5,116,109,9,6
1-6-2009,4.6,23,74,29,83,29,83,25,78,14,8,37,89,1011,30,27,81,24,7,10,5,116,88,9,6
2-6-2009,4.8,23,74,29,83,29,83,25,78,14,9,26,87,1011,30,28,82,24,7,10,5,113,106,9,6
3-6-2009,4.2,23,74,28,83,28,83,25,77,16,10,28,88,1011,30,27,81,24,7,9,5,113,122,11,7
4-6-2009,4.7,23,73,28,82,28,82,25,77,15,10,33,89,1011,30,27,81,24,6,9,5,116,132,10,6
5-6-2009,1.2,23,73,28,83,28,83,25,78,13,8,14,84,1010,30,28,83,24,7,10,6,113,119,9,6
6-6-2009,2.1,23,73,29,83,29,83,26,78,9,6,20,86,1010,30,28,82,24,6,10,6,113,107,6,4
7-6-2009,4.5,23,73,29,84,29,84,26,79,10,6,14,84,1010,30,29,84,24,7,10,5,113,111,6,4
8-6-2009,9.5,23,74,29,83,29,83,26,78,10,6,44,86,1012,30,28,82,24,7,10,5,116,83,7,4
9-6-2009,2.8,23,74,30,85,30,85,26,79,9,6,30,83,1012,30,29,84,24,7,10,6,113,90,6,4
10-6-2009,1.6,23,73,28,83,28,83,26,78,6,4,32,85,1012,30,28,82,24,7,10,5,116,75,4,2
11-6-2009,2,22,72,28,82,28,82,25,77,12,8,20,84,1011,30,28,83,24,6,10,6,113,82,8,5
12-6-2009,2.7,23,73,28,83,28,83,25,77,14,8,18,86,1012,30,28,82,24,6,10,5,113,119,9,6
13-06-2009,1.4,23,73,28,83,28,83,25,78,17,11,10,84,1012,30,28,82,24,7,10,6,113,123,12,7
14-06-2009,1.7,22,72,29,83,29,83,26,78,13,8,6,82,1012,30,29,83,24,7,10,6,113,115,9,5
15-06-2009,0.8,22,71,28,82,28,82,26,78,14,8,6,80,1010,30,29,84,24,6,10,6,113,111,9,6
16-06-2009,2.6,22,72,28,83,28,83,25,78,8,5,22,84,1010,30,28,83,24,6,10,6,113,99,6,4
17-06-2009,2.1,22,72,28,83,28,83,25,78,11,7,25,83,1011,30,28,82,24,7,10,6,113,84,7,4
18-06-2009,0.2,21,71,27,81,27,81,25,77,18,11,12,81,1011,30,28,83,24,6,10,6,113,88,12,7
19-06-2009,0.4,22,71,27,81,27,81,25,77,24,15,14,84,1011,30,27,81,24,6,10,6,113,111,16,10
20-06-2009,0.1,21,70,28,82,28,82,25,77,26,16,6,79,1011,30,29,83,24,7,10,6,113,114,16,10
21-06-2009,0.2,21,70,27,81,27,81,25,76,25,16,7,81,1011,30,28,83,24,6,10,6,113,122,17,11
22-06-2009,0.3,22,71,27,81,27,81,25,77,19,12,21,84,1011,30,28,82,24,6,10,6,113,129,12,8
23-06-2009,2.7,22,72,27,81,27,81,25,77,14,9,25,85,1010,30,28,82,24,5,10,6,176,117,9,6
24-06-2009,0.1,22,71,28,82,28,82,25,77,13,8,13,81,1010,30,28,83,24,6,10,6,113,138,9,6
25-06-2009,0.1,21,70,28,82,28,82,25,77,14,9,6,78,1010,30,29,83,24,6,10,6,113,112,10,6
26-06-2009,0.5,21,70,27,81,27,81,25,77,18,11,6,80,1011,30,28,83,24,6,10,6,113,118,12,8
27-06-2009,0.6,22,71,28,82,28,82,25,77,17,11,13,81,1010,30,29,84,24,7,10,6,113,114,12,7
28-06-2009,3.7,23,73,29,83,29,83,26,78,17,11,32,84,1010,30,28,82,24,7,9,5,116,111,12,7
29-06-2009,1.8,22,72,28,82,28,82,25,78,15,10,21,84,1011,30,28,82,24,7,10,6,113,120,10,6
30-06-2009,0,21,70,27,81,27,81,25,77,22,13,8,77,1011,30,29,84,24,7,10,6,113,118,14,9
1-7-2009,0.6,21,70,27,80,27,80,24,76,20,12,20,82,1012,30,28,82,24,6,10,6,113,109,13,8
2-7-2009,3.4,22,71,28,82,28,82,25,78,15,10,24,82,1011,30,29,84,24,7,9,5,113,124,10,6
3-7-2009,4.6,23,73,28,83,28,83,25,78,12,7,24,85,1011,30,28,83,24,6,9,5,113,110,8,5
4-7-2009,4.6,23,73,28,82,28,82,25,77,15,9,33,87,1011,30,27,81,24,6,10,5,113,132,10,6
5-7-2009,0.8,22,71,27,80,27,80,25,76,18,11,11,84,1011,30,27,81,24,6,10,6,113,117,12,8
6-7-2009,0.1,22,71,27,81,27,81,25,77,19,12,7,83,1011,30,28,82,24,6,10,6,113,117,13,8
7-7-2009,0.2,21,69,27,80,27,80,24,76,20,13,13,80,1012,30,28,82,24,6,10,6,113,120,14,8
8-7-2009,0,20,68,27,80,27,80,24,76,20,12,5,77,1011,30,28,83,24,6,10,6,113,119,13,8
9-7-2009,0.1,21,70,27,81,27,81,25,77,15,9,8,79,1011,30,28,82,24,6,10,6,113,129,11,7
10-7-2009,0,21,69,27,80,27,80,25,76,21,13,8,78,1011,30,28,82,24,6,10,6,113,133,15,9
11-7-2009,0,20,68,26,79,26,79,24,75,20,13,3,78,1011,30,27,81,24,6,10,6,113,132,14,9
12-7-2009,0,19,66,25,78,25,78,24,74,25,15,1,76,1011,30,27,81,24,6,10,6,113,125,16,10
13-07-2009,0,19,66,25,77,25,77,24,75,23,14,7,75,1011,30,27,81,24,6,10,6,113,118,15,9
14-07-2009,0,20,68,27,80,27,80,24,76,21,13,12,77,1011,30,28,83,24,6,10,6,113,117,14,9
15-07-2009,0.6,21,70,27,81,27,81,25,77,18,11,23,80,1011,30,28,83,24,6,10,6,116,116,12,8
16-07-2009,0,21,69,27,81,27,81,25,77,25,15,24,78,1012,30,28,83,24,6,10,6,113,126,17,11
17-07-2009,0.2,21,69,27,80,27,80,25,76,21,13,28,79,1011,30,27,81,24,6,9,5,113,136,15,9
18-07-2009,0,20,68,27,80,27,80,25,76,18,11,49,77,1011,30,27,81,24,6,10,6,116,121,13,8
19-07-2009,0,21,70,27,81,27,81,25,77,14,9,32,79,1012,30,28,83,24,6,10,6,113,116,10,6
20-07-2009,0,21,70,27,80,27,80,24,76,19,12,23,81,1013,30,27,81,24,6,10,6,113,133,13,8
21-07-2009,0.5,21,70,27,80,27,80,24,76,22,14,25,82,1013,30,28,82,24,6,10,6,113,134,16,10
22-07-2009,0.3,22,71,26,80,26,80,24,75,20,13,45,86,1011,30,27,80,24,6,10,6,116,124,14,9
23-07-2009,2.7,22,72,27,81,27,81,25,76,16,10,36,87,1011,30,27,80,24,6,10,5,116,130,11,7
24-07-2009,6.3,23,73,28,82,28,82,25,77,11,7,57,89,1012,30,27,81,24,6,10,5,116,134,8,5
25-07-2009,5.1,23,73,27,81,27,81,25,76,19,12,45,90,1012,30,27,80,24,6,10,5,116,123,12,8
26-07-2009,0,22,71,27,81,27,81,25,77,23,14,22,83,1012,30,28,82,24,6,10,6,113,114,16,10
27-07-2009,0,21,70,27,80,27,80,24,76,24,15,8,84,1013,30,27,81,24,6,10,6,113,118,17,10
28-07-2009,0,21,69,26,79,26,79,24,75,26,16,10,83,1013,30,27,80,24,6,10,6,113,127,18,11
29-07-2009,0,20,68,26,78,26,78,23,74,25,16,14,80,1014,30,27,80,24,6,10,6,113,136,17,11
30-07-2009,0,19,67,25,77,25,77,23,74,19,12,18,79,1013,30,27,80,24,6,10,6,113,138,13,8
31-07-2009,0,20,68,26,79,26,79,24,75,13,8,24,79,1012,30,27,80,24,6,10,6,113,125,9,6
1-8-2009,0,20,67,26,79,26,79,24,75,20,13,31,77,1011,30,27,81,24,6,10,6,113,125,14,8
2-8-2009,0,20,68,26,79,26,79,24,75,19,12,13,79,1012,30,27,80,24,6,10,6,113,127,13,8
3-8-2009,0,20,68,26,78,26,78,24,75,24,15,16,80,1012,30,27,80,24,6,10,6,113,119,17,10
4-8-2009,0.4,21,69,26,80,26,80,24,76,18,11,41,80,1011,30,27,81,24,6,9,5,113,124,12,8
5-8-2009,0,21,69,27,80,27,80,25,76,18,11,31,79,1011,30,29,84,24,6,10,6,113,117,12,8
6-8-2009,0,21,69,27,81,27,81,25,77,14,9,19,78,1011,30,29,84,24,6,10,6,113,128,10,6
7-8-2009,0,21,69,26,80,26,80,24,76,18,11,22,81,1011,30,27,80,24,6,10,6,113,137,13,8
8-8-2009,0.6,20,69,26,79,26,79,24,75,18,11,41,81,1010,30,27,80,24,6,10,6,113,131,12,8
9-8-2009,0.2,20,68,26,79,26,79,24,75,17,11,35,79,1010,30,27,80,24,6,10,6,116,125,12,7
10-8-2009,0.1,20,69,27,80,27,80,25,76,15,9,25,78,1011,30,28,83,24,6,10,6,116,129,10,6
11-8-2009,0,21,70,27,81,27,81,25,77,14,9,37,81,1012,30,28,83,24,6,10,6,113,138,11,7
12-8-2009,0.2,22,71,27,81,27,81,25,77,15,9,37,84,1011,30,27,81,24,6,10,6,116,143,10,6
13-08-2009,0,22,71,26,80,26,80,24,75,19,12,36,87,1011,30,27,80,24,6,10,6,116,126,13,8
14-08-2009,0,21,70,26,79,26,79,24,75,18,11,27,84,1011,30,27,80,24,6,10,6,116,127,12,8
15-08-2009,0,21,70,27,80,27,80,24,76,13,8,28,83,1012,30,28,82,24,6,10,6,116,131,9,6
16-08-2009,0,22,71,27,81,27,81,25,77,13,8,14,82,1011,30,29,83,24,6,10,6,113,124,9,6
17-08-2009,3.4,22,72,27,81,27,81,25,77,18,11,18,85,1011,30,28,82,24,6,10,5,113,120,12,7
18-08-2009,0.1,21,70,27,80,27,80,24,76,24,15,12,83,1012,30,27,81,24,6,10,6,113,118,16,10
19-08-2009,0,20,69,26,80,26,80,24,76,28,18,5,79,1013,30,28,82,24,6,10,6,113,123,19,12
20-08-2009,0,20,68,26,79,26,79,24,75,21,13,9,80,1013,30,28,82,24,6,10,6,113,132,15,9
